id,text,user,source,entities,lang,retweeted_status
1,RT @AutumnDunlap23: I voted for #LoveBillie on @TyltFanArmy—Billie Eilish is the next big pop star https://t.co/D5beK5aAIX,"{""id"": 1114735270786752517, ""id_str"": ""1114735270786752517"", ""name"": ""Clarissa"", ""screen_name"": ""specohinri"", ""location"": None, ""url"": ""https://bit.ly/2D9NOr3"", ""description"": ""🐰"", ""translator_type"": ""none"", ""protected"": False, ""verified"": False, ""followers_count"": 3, ""friends_count"": 33, ""listed_count"": 0, ""favourites_count"": 27, ""statuses_count"": 132, ""created_at"": ""Sun Apr 07 03:42:54 +0000 2019"", ""utc_offset"": None, ""time_zone"": None, ""geo_enabled"": False, ""lang"": ""en"", ""contributors_enabled"": False, ""is_translator"": False, ""profile_background_color"": ""F5F8FA"", ""profile_background_image_url"": """", ""profile_background_image_url_https"": """", ""profile_background_tile"": False, ""profile_link_color"": ""1DA1F2"", ""profile_sidebar_border_color"": ""C0DEED"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""profile_text_color"": ""333333"", ""profile_use_background_image"": True, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/1116699205031141376/5BYmThdN_normal.jpg"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/1116699205031141376/5BYmThdN_normal.jpg"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/1114735270786752517/1555076824"", ""default_profile"": True, ""default_profile_image"": False, ""following"": None, ""follow_request_sent"": None, ""notifications"": None}",Twitter Web App,"{""hashtags"": [{""text"": ""LoveBillie"", ""indices"": [32, 43]}], ""urls"": [{""url"": ""https://t.co/D5beK5aAIX"", ""expanded_url"": ""http://tylt.it/5AbqEN"", ""display_url"": ""tylt.it/5AbqEN"", ""indices"": [99, 122]}], ""user_mentions"": [{""screen_name"": ""AutumnDunlap23"", ""name"": ""Autumn"", ""id"": 1383053544, ""id_str"": ""1383053544"", ""indices"": [3, 18]}, {""screen_name"": ""TyltFanArmy"", ""name"": ""Tylt Fan Army"", ""id"": 843931099101380608, ""id_str"": ""843931099101380608"", ""indices"": [47, 59]}], ""symbols"": []}",en,"{""created_at"": ""Tue Apr 09 17:19:12 +0000 2019"", ""id"": 1115665476452016129, ""id_str"": ""1115665476452016129"", ""text"": ""I voted for #LoveBillie on @TyltFanArmy—Billie Eilish is the next big pop star https://t.co/D5beK5aAIX"", ""source"": ""<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"", ""truncated"": False, ""in_reply_to_status_id"": None, ""in_reply_to_status_id_str"": None, ""in_reply_to_user_id"": None, ""in_reply_to_user_id_str"": None, ""in_reply_to_screen_name"": None, ""user"": {""id"": 1383053544, ""id_str"": ""1383053544"", ""name"": ""Autumn"", ""screen_name"": ""AutumnDunlap23"", ""location"": ""Georgia "", ""url"": None, ""description"": ""Pour yourself a drink, put on some lipstick, and pull yourself together."", ""translator_type"": ""none"", ""protected"": False, ""verified"": False, ""followers_count"": 89, ""friends_count"": 478, ""listed_count"": 1, ""favourites_count"": 851, ""statuses_count"": 573, ""created_at"": ""Fri Apr 26 23:09:19 +0000 2013"", ""utc_offset"": None, ""time_zone"": None, ""geo_enabled"": False, ""lang"": ""en"", ""contributors_enabled"": False, ""is_translator"": False, ""profile_background_color"": ""642D8B"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme10/bg.gif"", ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme10/bg.gif"", ""profile_background_tile"": True, ""profile_link_color"": ""719478"", ""profile_sidebar_border_color"": ""000000"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""profile_text_color"": ""333333"", ""profile_use_background_image"": True, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/1111789908199395334/EtUi0Ose_normal.jpg"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/1111789908199395334/EtUi0Ose_normal.jpg"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/1383053544/1553906346"", ""default_profile"": False, ""default_profile_image"": False, ""following"": None, ""follow_request_sent"": None, ""notifications"": None}, ""geo"": None, ""coordinates"": None, ""place"": None, ""contributors"": None, ""is_quote_status"": False, ""quote_count"": 0, ""reply_count"": 0, ""retweet_count"": 1, ""favorite_count"": 0, ""entities"": {""hashtags"": [{""text"": ""LoveBillie"", ""indices"": [12, 23]}], ""urls"": [{""url"": ""https://t.co/D5beK5aAIX"", ""expanded_url"": ""http://tylt.it/5AbqEN"", ""display_url"": ""tylt.it/5AbqEN"", ""indices"": [79, 102]}], ""user_mentions"": [{""screen_name"": ""TyltFanArmy"", ""name"": ""Tylt Fan Army"", ""id"": 843931099101380608, ""id_str"": ""843931099101380608"", ""indices"": [27, 39]}], ""symbols"": []}, ""favorited"": False, ""retweeted"": False, ""possibly_sensitive"": False, ""filter_level"": ""low"", ""lang"": ""en""}"
2,"Naruto... it's too late, nothing you can say will change me! I'm going to kill you and every last person in your be… https://t.co/dxbyJ5dauW","{""id"": 1144674235, ""id_str"": ""1144674235"", ""name"": ""Sasuke uchiha"", ""screen_name"": ""RPAN_Sasuke"", ""location"": ""Shinobi world"", ""url"": None, ""description"": ""i""m sasuke uchiha from uchiha clan i""m commander of taka team! hmph { Selective Follow #IC} #Revolution"", ""translator_type"": ""none"", ""protected"": False, ""verified"": False, ""followers_count"": 93, ""friends_count"": 12, ""listed_count"": 2, ""favourites_count"": 8, ""statuses_count"": 87827, ""created_at"": ""Sun Feb 03 09:14:31 +0000 2013"", ""utc_offset"": None, ""time_zone"": None, ""geo_enabled"": False, ""lang"": ""id"", ""contributors_enabled"": False, ""is_translator"": False, ""profile_background_color"": ""C0DEED"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_background_tile"": True, ""profile_link_color"": ""0084B4"", ""profile_sidebar_border_color"": ""FFFFFF"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""profile_text_color"": ""333333"", ""profile_use_background_image"": True, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/542907486441717760/MLT7m558_normal.png"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/542907486441717760/MLT7m558_normal.png"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/1144674235/1427262022"", ""default_profile"": False, ""default_profile_image"": False, ""following"": None, ""follow_request_sent"": None, ""notifications"": None}",twittbot.net,"{""hashtags"": [], ""urls"": [{""url"": ""https://t.co/dxbyJ5dauW"", ""expanded_url"": ""https://twitter.com/i/web/status/1123836770670477312"", ""display_url"": ""twitter.com/i/web/status/1…"", ""indices"": [117, 140]}], ""user_mentions"": [], ""symbols"": []}",en,
3,RT @harleivy: captain america: the winter soldier highway fight scene but with toxic by britney spears playing in the background remains on…,"{""id"": 516118396, ""id_str"": ""516118396"", ""name"": ""Sr.Waifu"", ""screen_name"": ""_SadQuesadilla"", ""location"": ""México"", ""url"": None, ""description"": ""Valiendo madres desde el ""95"", ""translator_type"": ""none"", ""protected"": False, ""verified"": False, ""followers_count"": 201, ""friends_count"": 267, ""listed_count"": 2, ""favourites_count"": 7083, ""statuses_count"": 4065, ""created_at"": ""Tue Mar 06 02:50:54 +0000 2012"", ""utc_offset"": None, ""time_zone"": None, ""geo_enabled"": True, ""lang"": ""es"", ""contributors_enabled"": False, ""is_translator"": False, ""profile_background_color"": ""000000"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_background_tile"": False, ""profile_link_color"": ""ABB8C2"", ""profile_sidebar_border_color"": ""FFFFFF"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""profile_text_color"": ""333333"", ""profile_use_background_image"": True, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/1123095552290447360/CbpvF6e5_normal.jpg"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/1123095552290447360/CbpvF6e5_normal.jpg"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/516118396/1554628176"", ""default_profile"": False, ""default_profile_image"": False, ""following"": None, ""follow_request_sent"": None, ""notifications"": None}",Twitter for Android,"{""hashtags"": [], ""urls"": [], ""user_mentions"": [{""screen_name"": ""harleivy"", ""name"": ""gabi ✵ spoilers"", ""id"": 523447678, ""id_str"": ""523447678"", ""indices"": [3, 12]}], ""symbols"": []}",en,"{""created_at"": ""Wed May 01 14:45:18 +0000 2019"", ""id"": 1123599280181272576, ""id_str"": ""1123599280181272576"", ""text"": ""captain america: the winter soldier highway fight scene but with toxic by britney spears playing in the background… https://t.co/yBRy4gykP5"", ""source"": ""<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"", ""truncated"": True, ""in_reply_to_status_id"": None, ""in_reply_to_status_id_str"": None, ""in_reply_to_user_id"": None, ""in_reply_to_user_id_str"": None, ""in_reply_to_screen_name"": None, ""user"": {""id"": 523447678, ""id_str"": ""523447678"", ""name"": ""gabi ✵ spoilers"", ""screen_name"": ""harleivy"", ""location"": None, ""url"": ""https://www.youtube.com/madxthing"", ""description"": ""nothing here is vegetarian"", ""translator_type"": ""none"", ""protected"": False, ""verified"": False, ""followers_count"": 72086, ""friends_count"": 531, ""listed_count"": 2467, ""favourites_count"": 26529, ""statuses_count"": 54226, ""created_at"": ""Tue Mar 13 16:58:27 +0000 2012"", ""utc_offset"": None, ""time_zone"": None, ""geo_enabled"": False, ""lang"": ""en"", ""contributors_enabled"": False, ""is_translator"": False, ""profile_background_color"": ""FFFFFF"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme16/bg.gif"", ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme16/bg.gif"", ""profile_background_tile"": True, ""profile_link_color"": ""ABB8C2"", ""profile_sidebar_border_color"": ""000000"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""profile_text_color"": ""333333"", ""profile_use_background_image"": False, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/1110200082341736448/_lyCDcmD_normal.jpg"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/1110200082341736448/_lyCDcmD_normal.jpg"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/523447678/1553527350"", ""default_profile"": False, ""default_profile_image"": False, ""following"": None, ""follow_request_sent"": None, ""notifications"": None}, ""geo"": None, ""coordinates"": None, ""place"": None, ""contributors"": None, ""is_quote_status"": False, ""extended_tweet"": {""full_text"": ""captain america: the winter soldier highway fight scene but with toxic by britney spears playing in the background remains one of my absolute favorite things on the internet. just... unmatched https://t.co/mT3hXz2IZi"", ""display_text_range"": [0, 216], ""entities"": {""hashtags"": [], ""urls"": [], ""user_mentions"": [], ""symbols"": [], ""media"": [{""id"": 1022204944202584066, ""id_str"": ""1022204944202584066"", ""indices"": [193, 216], ""additional_media_info"": {""monetizable"": False}, ""media_url"": ""http://pbs.twimg.com/ext_tw_video_thumb/1022204944202584066/pu/img/2zIuuI7NoZASMvAV.jpg"", ""media_url_https"": ""https://pbs.twimg.com/ext_tw_video_thumb/1022204944202584066/pu/img/2zIuuI7NoZASMvAV.jpg"", ""url"": ""https://t.co/mT3hXz2IZi"", ""display_url"": ""pic.twitter.com/mT3hXz2IZi"", ""expanded_url"": ""https://twitter.com/harleivy/status/1022207206320754689/video/1"", ""type"": ""video"", ""video_info"": {""aspect_ratio"": [61, 26], ""duration_millis"": 138360, ""variants"": [{""content_type"": ""application/x-mpegURL"", ""url"": ""https://video.twimg.com/ext_tw_video/1022204944202584066/pu/pl/DTJHnPfOKW_RFm4l.m3u8?tag=4""}, {""bitrate"": 832000, ""content_type"": ""video/mp4"", ""url"": ""https://video.twimg.com/ext_tw_video/1022204944202584066/pu/vid/844x360/QHYDVzSfTZP7WOfT.mp4?tag=4""}, {""bitrate"": 256000, ""content_type"": ""video/mp4"", ""url"": ""https://video.twimg.com/ext_tw_video/1022204944202584066/pu/vid/422x180/kcRZbeok5RIhvTv7.mp4?tag=4""}]}, ""sizes"": {""thumb"": {""w"": 150, ""h"": 150, ""resize"": ""crop""}, ""small"": {""w"": 680, ""h"": 290, ""resize"": ""fit""}, ""medium"": {""w"": 976, ""h"": 416, ""resize"": ""fit""}, ""large"": {""w"": 976, ""h"": 416, ""resize"": ""fit""}}, ""source_status_id"": 1022207206320754689, ""source_status_id_str"": ""1022207206320754689"", ""source_user_id"": 523447678, ""source_user_id_str"": ""523447678""}]}, ""extended_entities"": {""media"": [{""id"": 1022204944202584066, ""id_str"": ""1022204944202584066"", ""indices"": [193, 216], ""additional_media_info"": {""monetizable"": False}, ""media_url"": ""http://pbs.twimg.com/ext_tw_video_thumb/1022204944202584066/pu/img/2zIuuI7NoZASMvAV.jpg"", ""media_url_https"": ""https://pbs.twimg.com/ext_tw_video_thumb/1022204944202584066/pu/img/2zIuuI7NoZASMvAV.jpg"", ""url"": ""https://t.co/mT3hXz2IZi"", ""display_url"": ""pic.twitter.com/mT3hXz2IZi"", ""expanded_url"": ""https://twitter.com/harleivy/status/1022207206320754689/video/1"", ""type"": ""video"", ""video_info"": {""aspect_ratio"": [61, 26], ""duration_millis"": 138360, ""variants"": [{""content_type"": ""application/x-mpegURL"", ""url"": ""https://video.twimg.com/ext_tw_video/1022204944202584066/pu/pl/DTJHnPfOKW_RFm4l.m3u8?tag=4""}, {""bitrate"": 832000, ""content_type"": ""video/mp4"", ""url"": ""https://video.twimg.com/ext_tw_video/1022204944202584066/pu/vid/844x360/QHYDVzSfTZP7WOfT.mp4?tag=4""}, {""bitrate"": 256000, ""content_type"": ""video/mp4"", ""url"": ""https://video.twimg.com/ext_tw_video/1022204944202584066/pu/vid/422x180/kcRZbeok5RIhvTv7.mp4?tag=4""}]}, ""sizes"": {""thumb"": {""w"": 150, ""h"": 150, ""resize"": ""crop""}, ""small"": {""w"": 680, ""h"": 290, ""resize"": ""fit""}, ""medium"": {""w"": 976, ""h"": 416, ""resize"": ""fit""}, ""large"": {""w"": 976, ""h"": 416, ""resize"": ""fit""}}, ""source_status_id"": 1022207206320754689, ""source_status_id_str"": ""1022207206320754689"", ""source_user_id"": 523447678, ""source_user_id_str"": ""523447678""}]}}, ""quote_count"": 951, ""reply_count"": 175, ""retweet_count"": 13982, ""favorite_count"": 38698, ""entities"": {""hashtags"": [], ""urls"": [{""url"": ""https://t.co/yBRy4gykP5"", ""expanded_url"": ""https://twitter.com/i/web/status/1123599280181272576"", ""display_url"": ""twitter.com/i/web/status/1…"", ""indices"": [116, 139]}], ""user_mentions"": [], ""symbols"": []}, ""favorited"": False, ""retweeted"": False, ""possibly_sensitive"": False, ""filter_level"": ""low"", ""lang"": ""en""}"
4,RT @cufacts2: Jesus Take The Wheel! @TweetsByLuke: #CryPrettyTour360 https://t.co/p9PJhKr7uR,"{""id"": 963723126, ""id_str"": ""963723126"", ""name"": ""Cyndi"", ""screen_name"": ""CountryCyn"", ""location"": ""Tennessee"", ""url"": None, ""description"": ""Love music: Carrie Underwood, Brad Paisley, Opry, Lady A, Lauren Alaina, Carly Pearce, Adele, Michael Buble, MWSmith, Casting Crowns. Also a news junkie."", ""translator_type"": ""none"", ""protected"": False, ""verified"": False, ""followers_count"": 1326, ""friends_count"": 1906, ""listed_count"": 51, ""favourites_count"": 134043, ""statuses_count"": 58656, ""created_at"": ""Thu Nov 22 06:21:22 +0000 2012"", ""utc_offset"": None, ""time_zone"": None, ""geo_enabled"": False, ""lang"": ""en"", ""contributors_enabled"": False, ""is_translator"": False, ""profile_background_color"": ""C0DEED"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_background_tile"": False, ""profile_link_color"": ""1DA1F2"", ""profile_sidebar_border_color"": ""C0DEED"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""profile_text_color"": ""333333"", ""profile_use_background_image"": True, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/877897039060901888/BblgEZKg_normal.jpg"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/877897039060901888/BblgEZKg_normal.jpg"", ""default_profile"": True, ""default_profile_image"": False, ""following"": None, ""follow_request_sent"": None, ""notifications"": None}",Twitter for iPhone,"{""hashtags"": [{""text"": ""CryPrettyTour360"", ""indices"": [51, 68]}], ""urls"": [{""url"": ""https://t.co/p9PJhKr7uR"", ""expanded_url"": ""https://www.pscp.tv/w/b5pAJDUwNTM4Njh8MVlwS2t2UFlSTnl4arZi9vs25QoSHOaUslX0Srk-pONCz-0ZrDJio0hYaH52?t=11m36s"", ""display_url"": ""pscp.tv/w/b5pAJDUwNTM4…"", ""indices"": [69, 92]}], ""user_mentions"": [{""screen_name"": ""cufacts2"", ""name"": ""#WalkAwayFromUMG"", ""id"": 1480866979, ""id_str"": ""1480866979"", ""indices"": [3, 12]}, {""screen_name"": ""TweetsByLuke"", ""name"": ""Luke"", ""id"": 102490668, ""id_str"": ""102490668"", ""indices"": [36, 49]}], ""symbols"": []}",en,"{""created_at"": ""Thu May 02 01:44:27 +0000 2019"", ""id"": 1123765161372848128, ""id_str"": ""1123765161372848128"", ""text"": ""Jesus Take The Wheel! @TweetsByLuke: #CryPrettyTour360 https://t.co/p9PJhKr7uR"", ""source"": ""<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>"", ""truncated"": False, ""in_reply_to_status_id"": None, ""in_reply_to_status_id_str"": None, ""in_reply_to_user_id"": None, ""in_reply_to_user_id_str"": None, ""in_reply_to_screen_name"": None, ""user"": {""id"": 1480866979, ""id_str"": ""1480866979"", ""name"": ""#WalkAwayFromUMG"", ""screen_name"": ""cufacts2"", ""location"": ""Trying to save a Queens career"", ""url"": ""http://CUFacts.tumblr.com"", ""description"": ""@CarrieUnderwood fan, to say the least! Country music. News. Concert-obsessed. @CaliaByCarrie supporter. Storyteller."", ""translator_type"": ""none"", ""protected"": False, ""verified"": False, ""followers_count"": 2074, ""friends_count"": 168, ""listed_count"": 12, ""favourites_count"": 6885, ""statuses_count"": 19648, ""created_at"": ""Mon Jun 03 23:17:31 +0000 2013"", ""utc_offset"": None, ""time_zone"": None, ""geo_enabled"": False, ""lang"": ""en"", ""contributors_enabled"": False, ""is_translator"": False, ""profile_background_color"": ""C0DEED"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme1/bg.png"", ""profile_background_tile"": False, ""profile_link_color"": ""BC0222"", ""profile_sidebar_border_color"": ""C0DEED"", ""profile_sidebar_fill_color"": ""DDEEF6"", ""profile_text_color"": ""333333"", ""profile_use_background_image"": True, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/1099347965838282752/kj7aG-Wp_normal.jpg"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/1099347965838282752/kj7aG-Wp_normal.jpg"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/1480866979/1449517154"", ""default_profile"": False, ""default_profile_image"": False, ""following"": None, ""follow_request_sent"": None, ""notifications"": None}, ""geo"": None, ""coordinates"": None, ""place"": None, ""contributors"": None, ""is_quote_status"": False, ""quote_count"": 0, ""reply_count"": 0, ""retweet_count"": 4, ""favorite_count"": 7, ""entities"": {""hashtags"": [{""text"": ""CryPrettyTour360"", ""indices"": [37, 54]}], ""urls"": [{""url"": ""https://t.co/p9PJhKr7uR"", ""expanded_url"": ""https://www.pscp.tv/w/b5pAJDUwNTM4Njh8MVlwS2t2UFlSTnl4arZi9vs25QoSHOaUslX0Srk-pONCz-0ZrDJio0hYaH52?t=11m36s"", ""display_url"": ""pscp.tv/w/b5pAJDUwNTM4…"", ""indices"": [55, 78]}], ""user_mentions"": [{""screen_name"": ""TweetsByLuke"", ""name"": ""Luke"", ""id"": 102490668, ""id_str"": ""102490668"", ""indices"": [22, 35]}], ""symbols"": []}, ""favorited"": False, ""retweeted"": False, ""possibly_sensitive"": False, ""filter_level"": ""low"", ""lang"": ""en""}"
5,RT @DrunkenTigerJK: Congratulations BTS  breaking and entering  the scenes like pow wow 🎊,"{""id"": 206694523, ""id_str"": ""206694523"", ""name"": ""sheQueen"", ""screen_name"": ""sheQeen293"", ""location"": None, ""url"": None, ""description"": None, ""translator_type"": ""none"", ""protected"": False, ""verified"": False, ""followers_count"": 51, ""friends_count"": 61, ""listed_count"": 3, ""favourites_count"": 23886, ""statuses_count"": 18044, ""created_at"": ""Sat Oct 23 14:22:53 +0000 2010"", ""utc_offset"": None, ""time_zone"": None, ""geo_enabled"": True, ""lang"": ""en"", ""contributors_enabled"": False, ""is_translator"": False, ""profile_background_color"": ""1A1B1F"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme9/bg.gif"", ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme9/bg.gif"", ""profile_background_tile"": False, ""profile_link_color"": ""2FC2EF"", ""profile_sidebar_border_color"": ""181A1E"", ""profile_sidebar_fill_color"": ""252429"", ""profile_text_color"": ""666666"", ""profile_use_background_image"": True, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/871101888434917376/nvYtrDCp_normal.jpg"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/871101888434917376/nvYtrDCp_normal.jpg"", ""profile_banner_url"": ""https://pbs.twimg.com/profile_banners/206694523/1496521851"", ""default_profile"": False, ""default_profile_image"": False, ""following"": None, ""follow_request_sent"": None, ""notifications"": None}",Twitter for iPhone,"{""hashtags"": [], ""urls"": [], ""user_mentions"": [{""screen_name"": ""DrunkenTigerJK"", ""name"": ""아빠 최고"", ""id"": 47283664, ""id_str"": ""47283664"", ""indices"": [3, 18]}], ""symbols"": []}",en,"{""created_at"": ""Thu May 02 05:02:27 +0000 2019"", ""id"": 1123814991034028037, ""id_str"": ""1123814991034028037"", ""text"": ""Congratulations BTS  breaking and entering  the scenes like pow wow 🎊"", ""source"": ""<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>"", ""truncated"": False, ""in_reply_to_status_id"": None, ""in_reply_to_status_id_str"": None, ""in_reply_to_user_id"": None, ""in_reply_to_user_id_str"": None, ""in_reply_to_screen_name"": None, ""user"": {""id"": 47283664, ""id_str"": ""47283664"", ""name"": ""아빠 최고"", ""screen_name"": ""DrunkenTigerJK"", ""location"": ""FEELGHOODMUSIC"", ""url"": ""https://youtu.be/my6ldSUYJHA"", ""description"": ""if you will suck my soul, i will lick ya funky emotionz(FeelGHoodMusic)"", ""translator_type"": ""none"", ""protected"": False, ""verified"": True, ""followers_count"": 547994, ""friends_count"": 1557, ""listed_count"": 7121, ""favourites_count"": 371, ""statuses_count"": 27312, ""created_at"": ""Mon Jun 15 07:21:18 +0000 2009"", ""utc_offset"": None, ""time_zone"": None, ""geo_enabled"": True, ""lang"": ""en"", ""contributors_enabled"": False, ""is_translator"": False, ""profile_background_color"": ""1A1B1F"", ""profile_background_image_url"": ""http://abs.twimg.com/images/themes/theme9/bg.gif"", ""profile_background_image_url_https"": ""https://abs.twimg.com/images/themes/theme9/bg.gif"", ""profile_background_tile"": True, ""profile_link_color"": ""2FC2EF"", ""profile_sidebar_border_color"": ""181A1E"", ""profile_sidebar_fill_color"": ""252429"", ""profile_text_color"": ""666666"", ""profile_use_background_image"": True, ""profile_image_url"": ""http://pbs.twimg.com/profile_images/378800000830758338/0fedb1c1233d57f495ed2534192097db_normal.jpeg"", ""profile_image_url_https"": ""https://pbs.twimg.com/profile_images/378800000830758338/0fedb1c1233d57f495ed2534192097db_normal.jpeg"", ""default_profile"": False, ""default_profile_image"": False, ""following"": None, ""follow_request_sent"": None, ""notifications"": None}, ""geo"": None, ""coordinates"": None, ""place"": None, ""contributors"": None, ""is_quote_status"": False, ""quote_count"": 145, ""reply_count"": 570, ""retweet_count"": 14834, ""favorite_count"": 34893, ""entities"": {""hashtags"": [], ""urls"": [], ""user_mentions"": [], ""symbols"": []}, ""favorited"": False, ""retweeted"": False, ""filter_level"": ""low"", ""lang"": ""en""}"
